username,login_hour,failed_attempts,ip_change,device_change,label
user2,20,1,0,0,0
user2,20,1,0,0,0
user2,20,2,0,0,0
user2,20,1,0,0,0
user2,18,1,0,0,0
user2,20,2,0,0,0
user2,20,2,0,0,0
user2,20,0,0,0,0
user2,19,0,0,0,0
user2,20,0,0,0,0
user2,20,0,0,0,0
user2,19,2,0,0,0
user2,19,0,0,0,0
user2,18,2,0,0,0
user2,20,1,0,0,0
user2,19,2,0,0,0
user2,19,2,0,0,0
user2,19,2,0,0,0
user2,20,2,0,0,0
user2,18,0,0,0,0
user2,20,1,0,0,0
user2,18,2,0,0,0
user2,19,0,0,0,0
user2,18,1,0,0,0
user2,19,1,0,0,0
user2,19,2,0,0,0
user2,20,1,0,0,0
user2,18,2,0,0,0
user2,19,0,0,0,0
user2,18,0,0,0,0
user2,20,1,0,0,0
user2,18,0,0,0,0
user2,19,1,0,0,0
user2,18,2,0,0,0
user2,19,0,0,0,0
user2,18,2,0,0,0
user2,18,1,0,0,0
user2,19,1,0,0,0
user2,20,2,0,0,0
user2,20,2,0,0,0
user2,18,1,0,0,0
user2,18,1,0,0,0
user2,19,2,0,0,0
user2,20,2,0,0,0
user2,19,1,0,0,0
user2,19,2,0,0,0
user2,18,1,0,0,0
user2,19,0,0,0,0
user2,19,0,0,0,0
user2,20,2,0,0,0
user2,20,0,0,0,0
user2,20,2,0,0,0
user2,18,0,0,0,0
user2,19,2,0,0,0
user2,19,1,0,0,0
user2,18,0,0,0,0
user2,20,0,0,0,0
user2,20,2,0,0,0
user2,19,2,0,0,0
user2,19,2,0,0,0
user2,18,2,0,0,0
user2,20,2,0,0,0
user2,19,1,0,0,0
user2,18,1,0,0,0
user2,19,1,0,0,0
user2,20,1,0,0,0
user2,18,1,0,0,0
user2,18,1,0,0,0
user2,20,0,0,0,0
user2,19,1,0,0,0
user2,18,2,0,0,0
user2,19,0,0,0,0
user2,20,1,0,0,0
user2,20,0,0,0,0
user2,19,0,0,0,0
user2,18,0,0,0,0
user2,20,1,0,0,0
user2,20,2,0,0,0
user2,19,1,0,0,0
user2,18,0,0,0,0
user2,19,0,0,0,0
user2,19,0,0,0,0
user2,20,2,0,0,0
user3,19,2,0,0,0
user3,20,1,0,0,0
user3,20,0,0,0,0
user3,20,1,0,0,0
user3,19,0,0,0,0
user3,20,0,0,0,0
user3,20,2,0,0,0
user3,20,0,0,0,0
user3,20,2,0,0,0
user3,20,2,0,0,0
user3,19,2,0,0,0
user3,20,1,0,0,0
user3,20,2,0,0,0
user3,18,1,0,0,0
user3,18,1,0,0,0
user3,19,2,0,0,0
user3,20,1,0,0,0
user3,20,0,0,0,0
user3,18,0,0,0,0
user3,20,2,0,0,0
user3,20,0,0,0,0
user3,18,2,0,0,0
user3,19,0,0,0,0
user3,20,2,0,0,0
user3,20,2,0,0,0
user3,19,0,0,0,0
user3,19,2,0,0,0
user3,18,1,0,0,0
user3,20,2,0,0,0
user3,18,2,0,0,0
user3,18,2,0,0,0
user3,20,1,0,0,0
user3,19,0,0,0,0
user3,20,2,0,0,0
user3,18,2,0,0,0
user3,19,1,0,0,0
user3,18,0,0,0,0
user3,20,2,0,0,0
user3,18,0,0,0,0
user3,18,2,0,0,0
user3,19,1,0,0,0
user3,18,2,0,0,0
user3,18,2,0,0,0
user3,20,2,0,0,0
user3,18,0,0,0,0
user3,18,1,0,0,0
user3,20,0,0,0,0
user3,20,1,0,0,0
user3,19,1,0,0,0
user3,20,1,0,0,0
user3,19,2,0,0,0
user3,19,2,0,0,0
user3,20,0,0,0,0
user3,20,1,0,0,0
user3,18,0,0,0,0
user3,19,2,0,0,0
user3,18,0,0,0,0
user3,18,0,0,0,0
user3,18,0,0,0,0
user3,18,1,0,0,0
user3,18,2,0,0,0
user3,20,0,0,0,0
user3,19,1,0,0,0
user3,20,1,0,0,0
user3,19,0,0,0,0
user3,20,2,0,0,0
user3,18,0,0,0,0
user3,20,2,0,0,0
user3,19,0,0,0,0
user3,18,1,0,0,0
user3,18,1,0,0,0
user3,20,2,0,0,0
user3,20,2,0,0,0
user3,18,2,0,0,0
user3,19,1,0,0,0
user3,18,1,0,0,0
user3,20,2,0,0,0
user3,19,2,0,0,0
user3,18,0,0,0,0
user3,20,0,0,0,0
user3,18,2,0,0,0
user3,19,0,0,0,0
user3,20,2,0,0,0
user3,18,2,0,0,0
user3,19,2,0,0,0
user3,20,0,0,0,0
user3,18,1,0,0,0
user3,18,2,0,0,0
user3,18,2,0,0,0
user3,19,2,0,0,0
user3,18,0,0,0,0
user3,20,1,0,0,0
user3,18,0,0,0,0
user3,19,0,0,0,0
user3,20,1,0,0,0
user3,20,1,0,0,0
user3,18,2,0,0,0
user3,18,2,0,0,0
user3,19,0,0,0,0
user3,18,0,0,0,0
user3,18,0,0,0,0
user3,18,1,0,0,0
user3,19,1,0,0,0
user3,20,2,0,0,0
user3,19,2,0,0,0
user3,18,0,0,0,0
user3,18,2,0,0,0
user3,20,1,0,0,0
user3,20,2,0,0,0
user3,18,2,0,0,0
user3,19,0,0,0,0
user3,20,2,0,0,0
user3,19,0,0,0,0
user3,18,2,0,0,0
user3,18,0,0,0,0
user3,19,2,0,0,0
user3,19,1,0,0,0
user3,20,2,0,0,0
user3,20,2,0,0,0
user3,20,2,0,0,0
user3,18,1,0,0,0
user3,18,0,0,0,0
user3,18,2,0,0,0
user3,20,2,0,0,0
user3,19,2,0,0,0
user3,20,1,0,0,0
user3,19,0,0,0,0
user3,19,1,0,0,0
user3,20,0,0,0,0
user3,18,2,0,0,0
user3,20,0,0,0,0
user3,19,0,0,0,0
user3,20,0,0,0,0
user3,20,2,0,0,0
user3,19,1,0,0,0
user3,20,0,0,0,0
user3,18,1,0,0,0
user3,20,0,0,0,0
user3,18,0,0,0,0
user3,18,0,0,0,0
user3,20,2,0,0,0
user3,19,1,0,0,0
user3,18,1,0,0,0
user3,20,2,0,0,0
user3,18,0,0,0,0
user3,20,2,0,0,0
user3,18,0,0,0,0
user3,19,0,0,0,0
user3,20,1,0,0,0
user3,20,1,0,0,0
user3,19,1,0,0,0
user3,18,1,0,0,0
user3,20,1,0,0,0
user3,18,1,0,0,0
user3,20,0,0,0,0
user3,18,1,0,0,0
user3,18,2,0,0,0
user3,20,2,0,0,0
user3,19,2,0,0,0
user3,20,0,0,0,0
user3,18,0,0,0,0
user3,20,0,0,0,0
user3,20,0,0,0,0
user3,19,0,0,0,0
user3,19,1,0,0,0
user3,19,2,0,0,0
user3,18,1,0,0,0
user3,19,2,0,0,0
user3,20,0,0,0,0
user3,18,2,0,0,0
user3,20,2,0,0,0
user3,18,0,0,0,0
user3,19,0,0,0,0
user3,20,2,0,0,0
user3,18,0,0,0,0
user3,18,2,0,0,0
user3,18,1,0,0,0
user3,20,1,0,0,0
user3,19,1,0,0,0
user3,20,0,0,0,0
user3,20,0,0,0,0
user3,18,1,0,0,0
user3,20,2,0,0,0
user3,20,0,0,0,0
user3,18,2,0,0,0
user3,19,1,0,0,0
user3,18,0,0,0,0
user3,19,0,0,0,0
user3,19,2,0,0,0
user3,20,2,0,0,0
user3,20,2,0,0,0
user3,18,2,0,0,0
user3,19,0,0,0,0
user3,19,2,0,0,0
user3,18,0,0,0,0
user3,18,0,0,0,0
user3,20,0,0,0,0
user3,18,0,0,0,0
user3,19,0,0,0,0
user3,19,0,0,0,0
user2,3,7,1,1,1
user1,4,10,1,1,1
user2,0,9,1,1,1
user1,1,5,1,1,1
user2,0,7,1,1,1
user3,3,7,1,1,1
user3,2,7,1,1,1
user2,3,6,1,1,1
user1,3,7,1,1,1
user2,5,7,1,1,1
user1,4,7,1,1,1
user2,3,6,1,1,1
user2,1,10,1,1,1
user1,4,8,1,1,1
user1,4,10,1,1,1
user1,3,8,1,1,1
user2,5,8,1,1,1
user3,2,6,1,1,1
user2,0,10,1,1,1
user3,3,7,1,1,1
user2,1,7,1,1,1
user3,4,8,1,1,1
user1,2,9,1,1,1
user3,4,10,1,1,1
user3,4,8,1,1,1
user3,2,6,1,1,1
user2,2,6,1,1,1
user1,2,6,1,1,1
user3,2,6,1,1,1
user3,2,8,1,1,1
user3,5,7,1,1,1
user3,5,9,1,1,1
user2,1,6,1,1,1
user1,0,9,1,1,1
user3,2,5,1,1,1
user3,1,7,1,1,1
user2,3,6,1,1,1
user1,2,8,1,1,1
user2,4,7,1,1,1
user2,0,8,1,1,1
user2,0,6,1,1,1
user2,1,8,1,1,1
user1,3,7,1,1,1
user2,4,9,1,1,1
user1,4,5,1,1,1
user3,3,9,1,1,1
user3,5,9,1,1,1
user3,0,9,1,1,1
user3,1,8,1,1,1
user1,2,7,1,1,1
user3,0,8,1,1,1
user3,4,7,1,1,1
user1,0,10,1,1,1
user2,3,9,1,1,1
user1,4,10,1,1,1
user3,2,8,1,1,1
user2,4,10,1,1,1
user2,1,9,1,1,1
user3,1,10,1,1,1
user1,2,6,1,1,1
user2,2,5,1,1,1
user1,1,7,1,1,1
user1,0,7,1,1,1
user1,2,6,1,1,1
user2,4,10,1,1,1
user1,1,10,1,1,1
user1,4,8,1,1,1
user2,2,6,1,1,1
user1,2,9,1,1,1
user1,4,7,1,1,1
user3,0,8,1,1,1
user3,5,9,1,1,1
user2,0,7,1,1,1
user1,2,10,1,1,1
user1,4,6,1,1,1
user2,0,8,1,1,1
user1,5,6,1,1,1
user1,1,7,1,1,1
user2,1,6,1,1,1
user1,2,10,1,1,1
user3,3,7,1,1,1
user2,3,10,1,1,1
user3,4,10,1,1,1
user3,1,7,1,1,1
user3,5,10,1,1,1
user2,1,8,1,1,1
user1,0,7,1,1,1
user1,3,10,1,1,1
user3,3,6,1,1,1
user3,5,10,1,1,1
user2,3,6,1,1,1
user2,5,7,1,1,1
user2,1,8,1,1,1
user3,4,8,1,1,1
user3,1,8,1,1,1
user2,4,7,1,1,1
user3,5,8,1,1,1
user2,1,9,1,1,1
user1,3,6,1,1,1
user2,4,5,1,1,1
